account_id,entity_id,account_type,date,sessions,kwh,preferred_cooking_hour,green_window_share,red_window_sessions,shifted_daytime_sessions,credits_earned,credits_spent,fuel_stacking_risk_flag,green_sessions,orange_sessions,red_sessions
BIZ-002,BIZ-002,commercial,2025-06-13,1,2.518,6,0.0,1,0,0,61,1,0,0,1
BIZ-002,BIZ-002,commercial,2025-06-14,2,7.631,6,0.5,1,1,74,184,1,1,0,1
BIZ-002,BIZ-002,commercial,2025-06-15,2,3.882,6,0.5,1,1,42,94,1,1,0,1
BIZ-002,BIZ-002,commercial,2025-06-16,2,2.331,11,1.0,0,2,54,57,1,2,0,0
BIZ-002,BIZ-002,commercial,2025-06-17,1,0.969,11,1.0,0,1,23,24,1,1,0,0
BIZ-002,BIZ-002,commercial,2025-06-18,2,2.978,6,0.5,1,1,39,72,1,1,0,1
BIZ-002,BIZ-002,commercial,2025-06-19,1,0.584,11,1.0,0,1,17,15,1,1,0,0
BIZ-002,BIZ-002,commercial,2025-06-20,1,1.355,11,1.0,0,1,30,33,1,1,0,0
BIZ-002,BIZ-002,commercial,2025-06-21,1,2.294,6,0.0,1,0,0,56,1,0,0,1
BIZ-002,BIZ-002,commercial,2025-06-22,1,2.391,6,0.0,1,0,0,58,1,0,0,1
BIZ-002,BIZ-002,commercial,2025-06-23,2,5.156,6,0.5,1,1,88,124,1,1,0,1
BIZ-002,BIZ-002,commercial,2025-06-24,1,1.56,6,0.0,1,0,0,38,1,0,0,1
BIZ-002,BIZ-002,commercial,2025-06-25,2,1.849,6,0.5,1,1,18,46,1,1,0,1
BIZ-002,BIZ-002,commercial,2025-06-26,2,2.815,6,0.0,2,0,0,69,1,0,0,2
BIZ-002,BIZ-002,commercial,2025-06-27,2,2.451,6,0.0,2,0,0,60,1,0,0,2
BIZ-002,BIZ-002,commercial,2025-06-28,2,2.189,6,0.0,2,0,0,54,1,0,0,2
BIZ-002,BIZ-002,commercial,2025-06-29,2,4.709,6,0.0,2,0,0,114,1,0,0,2
BIZ-002,BIZ-002,commercial,2025-06-30,1,1.627,6,0.0,1,0,0,40,1,0,0,1
BIZ-003,BIZ-003,commercial,2025-06-01,2,4.627,10,1.0,0,2,95,112,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-02,2,4.787,10,1.0,0,2,99,116,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-03,1,1.37,10,1.0,0,1,31,33,1,1,0,0
BIZ-003,BIZ-003,commercial,2025-06-04,1,2.469,10,1.0,0,1,50,60,1,1,0,0
BIZ-003,BIZ-003,commercial,2025-06-05,1,1.951,10,1.0,0,1,41,47,1,1,0,0
BIZ-003,BIZ-003,commercial,2025-06-06,1,3.095,10,1.0,0,1,62,75,1,1,0,0
BIZ-003,BIZ-003,commercial,2025-06-07,2,2.352,10,1.0,0,2,55,57,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-08,2,7.381,10,1.0,0,2,144,178,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-09,2,6.212,10,1.0,0,2,123,150,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-10,2,6.964,10,1.0,0,2,137,168,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-11,2,5.238,10,1.0,0,2,107,127,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-12,2,3.253,10,1.0,0,2,71,79,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-13,2,2.317,10,1.0,0,2,54,56,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-14,1,1.553,10,1.0,0,1,34,38,1,1,0,0
BIZ-003,BIZ-003,commercial,2025-06-15,2,2.507,10,1.0,0,2,57,61,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-16,1,1.207,10,1.0,0,1,28,29,1,1,0,0
BIZ-003,BIZ-003,commercial,2025-06-17,2,2.749,10,1.0,0,2,61,67,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-18,2,4.321,10,1.0,0,2,89,105,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-19,1,1.801,10,1.0,0,1,38,44,1,1,0,0
BIZ-003,BIZ-003,commercial,2025-06-20,2,1.671,10,1.0,0,2,42,41,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-21,2,4.916,10,1.0,0,2,101,119,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-22,1,2.131,10,1.0,0,1,44,52,1,1,0,0
BIZ-003,BIZ-003,commercial,2025-06-23,2,7.205,10,1.0,0,2,142,174,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-24,2,3.499,10,1.0,0,2,75,85,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-25,2,3.513,10,1.0,0,2,75,86,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-26,2,2.271,10,1.0,0,2,53,55,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-27,2,4.854,10,1.0,0,2,100,118,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-28,2,2.865,10,1.0,0,2,64,69,1,2,0,0
BIZ-003,BIZ-003,commercial,2025-06-29,1,2.043,10,1.0,0,1,43,50,1,1,0,0
BIZ-003,BIZ-003,commercial,2025-06-30,2,4.161,10,1.0,0,2,87,101,1,2,0,0
BIZ-004,BIZ-004,commercial,2025-06-01,1,2.202,17,0.0,1,0,0,53,1,0,0,1
BIZ-004,BIZ-004,commercial,2025-06-02,2,1.811,6,0.0,2,0,0,44,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-03,2,4.235,6,0.0,2,0,0,103,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-04,2,5.172,6,0.0,2,0,0,125,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-05,2,2.326,6,0.0,2,0,0,57,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-06,1,0.995,17,0.0,1,0,0,24,1,0,0,1
BIZ-004,BIZ-004,commercial,2025-06-07,2,4.111,17,0.0,2,0,0,100,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-08,2,2.782,6,0.0,2,0,0,68,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-09,2,4.74,6,0.0,2,0,0,115,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-10,1,4.806,17,0.0,1,0,0,116,1,0,0,1
BIZ-004,BIZ-004,commercial,2025-06-11,2,5.181,6,0.0,2,0,0,125,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-12,1,0.685,6,0.0,1,0,0,17,1,0,0,1
BIZ-004,BIZ-004,commercial,2025-06-13,2,3.578,17,0.0,2,0,0,87,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-14,2,2.254,6,0.0,2,0,0,55,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-15,2,5.072,6,0.0,2,0,0,123,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-16,2,4.806,6,0.0,2,0,0,116,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-17,1,3.158,6,0.0,1,0,0,76,1,0,0,1
BIZ-004,BIZ-004,commercial,2025-06-18,2,5.79,6,0.0,2,0,0,140,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-19,2,1.818,6,0.0,2,0,0,44,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-20,1,2.815,17,0.0,1,0,0,68,1,0,0,1
BIZ-004,BIZ-004,commercial,2025-06-21,2,3.546,6,0.0,2,0,0,86,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-22,2,5.866,6,0.0,2,0,0,142,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-23,2,2.226,6,0.0,2,0,0,55,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-24,1,2.403,17,0.0,1,0,0,58,1,0,0,1
BIZ-004,BIZ-004,commercial,2025-06-25,2,3.478,6,0.0,2,0,0,85,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-26,2,4.968,6,0.0,2,0,0,120,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-27,2,2.13,6,0.0,2,0,0,52,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-28,2,4.332,17,0.0,2,0,0,105,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-29,2,5.632,6,0.0,2,0,0,136,1,0,0,2
BIZ-004,BIZ-004,commercial,2025-06-30,1,3.324,6,0.0,1,0,0,80,1,0,0,1
BIZ-005,BIZ-005,commercial,2025-06-01,2,4.946,10,1.0,0,2,101,120,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-02,2,3.322,10,1.0,0,2,72,80,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-03,2,6.444,10,1.0,0,2,128,155,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-04,2,5.358,10,1.0,0,2,108,129,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-05,2,3.609,10,1.0,0,2,77,87,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-06,2,3.849,10,1.0,0,2,81,94,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-07,1,1.338,10,1.0,0,1,30,33,1,1,0,0
BIZ-005,BIZ-005,commercial,2025-06-08,1,1.093,10,1.0,0,1,26,27,1,1,0,0
BIZ-005,BIZ-005,commercial,2025-06-09,2,6.787,10,1.0,0,2,134,164,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-10,2,5.61,10,1.0,0,2,113,136,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-11,1,3.425,10,1.0,0,1,68,83,1,1,0,0
BIZ-005,BIZ-005,commercial,2025-06-12,2,3.197,10,1.0,0,2,69,77,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-13,2,4.564,10,1.0,0,2,94,110,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-14,2,4.699,10,1.0,0,2,96,113,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-15,1,0.941,10,1.0,0,1,23,23,1,1,0,0
BIZ-005,BIZ-005,commercial,2025-06-16,2,2.347,10,1.0,0,2,55,57,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-17,2,4.285,10,1.0,0,2,89,103,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-18,2,4.218,10,1.0,0,2,88,102,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-19,2,6.15,10,1.0,0,2,123,149,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-20,1,4.72,10,1.0,0,1,91,114,1,1,0,0
BIZ-005,BIZ-005,commercial,2025-06-21,2,2.373,10,1.0,0,2,55,58,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-22,2,3.931,10,1.0,0,2,82,95,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-23,2,4.034,10,1.0,0,2,85,98,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-24,1,1.862,10,1.0,0,1,40,45,1,1,0,0
BIZ-005,BIZ-005,commercial,2025-06-25,2,5.841,10,1.0,0,2,117,142,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-26,1,1.361,10,1.0,0,1,30,33,1,1,0,0
BIZ-005,BIZ-005,commercial,2025-06-27,1,2.279,10,1.0,0,1,47,55,1,1,0,0
BIZ-005,BIZ-005,commercial,2025-06-28,2,4.89,10,1.0,0,2,100,118,1,2,0,0
BIZ-005,BIZ-005,commercial,2025-06-29,1,0.544,10,1.0,0,1,16,14,1,1,0,0
BIZ-005,BIZ-005,commercial,2025-06-30,1,2.337,10,1.0,0,1,48,57,1,1,0,0
BIZ-006,BIZ-006,commercial,2025-06-01,1,4.206,6,0.0,1,0,0,101,1,0,0,1
BIZ-006,BIZ-006,commercial,2025-06-02,2,4.448,17,0.0,2,0,0,107,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-03,2,5.475,6,0.0,2,0,0,132,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-04,2,4.36,6,0.0,2,0,0,105,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-05,2,8.792,6,0.0,2,0,0,212,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-06,2,5.752,6,0.0,2,0,0,139,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-07,2,3.145,6,0.0,2,0,0,77,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-08,1,1.081,17,0.0,1,0,0,26,1,0,0,1
BIZ-006,BIZ-006,commercial,2025-06-09,2,4.445,6,0.0,2,0,0,108,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-10,1,1.108,17,0.0,1,0,0,27,1,0,0,1
BIZ-006,BIZ-006,commercial,2025-06-11,2,3.642,17,0.0,2,0,0,89,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-12,2,2.795,6,0.0,2,0,0,68,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-13,1,3.954,17,0.0,1,0,0,95,1,0,0,1
BIZ-006,BIZ-006,commercial,2025-06-14,2,2.762,17,0.0,2,0,0,67,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-15,2,2.698,6,0.0,2,0,0,66,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-16,2,4.665,17,0.0,2,0,0,113,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-17,2,2.317,6,0.0,2,0,0,57,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-18,2,3.468,17,0.0,2,0,0,84,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-19,2,2.909,6,0.0,2,0,0,71,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-20,1,3.772,6,0.0,1,0,0,91,1,0,0,1
BIZ-006,BIZ-006,commercial,2025-06-21,1,0.693,6,0.0,1,0,0,17,1,0,0,1
BIZ-006,BIZ-006,commercial,2025-06-22,2,5.114,6,0.0,2,0,0,124,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-23,1,3.801,17,0.0,1,0,0,92,1,0,0,1
BIZ-006,BIZ-006,commercial,2025-06-24,2,4.713,6,0.0,2,0,0,114,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-25,2,4.14,17,0.0,2,0,0,100,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-26,1,2.714,17,0.0,1,0,0,66,1,0,0,1
BIZ-006,BIZ-006,commercial,2025-06-27,2,4.715,6,0.0,2,0,0,114,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-28,1,1.759,6,0.0,1,0,0,43,1,0,0,1
BIZ-006,BIZ-006,commercial,2025-06-29,2,1.678,17,0.0,2,0,0,41,1,0,0,2
BIZ-006,BIZ-006,commercial,2025-06-30,2,3.527,17,0.0,2,0,0,86,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-01,2,3.865,6,0.0,2,0,0,94,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-02,3,5.087,6,0.0,3,0,0,124,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-03,2,2.886,17,0.0,2,0,0,70,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-04,2,3.967,6,0.0,2,0,0,97,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-05,3,6.095,17,0.0,3,0,0,147,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-06,2,4.777,17,0.0,2,0,0,115,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-07,2,5.239,6,0.0,2,0,0,126,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-08,2,6.368,6,0.0,2,0,0,154,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-09,2,3.106,6,0.0,2,0,0,75,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-10,1,1.794,6,0.0,1,0,0,44,1,0,0,1
BIZ-007,BIZ-007,commercial,2025-06-11,3,7.792,17,0.0,3,0,0,188,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-12,1,3.994,17,0.0,1,0,0,96,1,0,0,1
BIZ-007,BIZ-007,commercial,2025-06-13,1,1.677,6,0.0,1,0,0,41,1,0,0,1
BIZ-007,BIZ-007,commercial,2025-06-14,2,5.491,6,0.0,2,0,0,132,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-15,3,5.01,6,0.0,3,0,0,121,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-16,3,4.252,6,0.0,3,0,0,103,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-17,2,6.558,6,0.0,2,0,0,158,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-18,1,0.63,17,0.0,1,0,0,16,1,0,0,1
BIZ-007,BIZ-007,commercial,2025-06-19,1,0.988,6,0.0,1,0,0,24,1,0,0,1
BIZ-007,BIZ-007,commercial,2025-06-20,3,6.945,17,0.0,3,0,0,169,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-21,3,6.459,17,0.0,3,0,0,157,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-22,3,8.854,17,0.0,3,0,0,214,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-23,2,2.227,6,0.0,2,0,0,55,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-24,3,5.644,6,0.0,3,0,0,137,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-25,3,7.195,17,0.0,3,0,0,174,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-26,2,1.919,17,0.0,2,0,0,47,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-27,1,1.802,6,0.0,1,0,0,44,1,0,0,1
BIZ-007,BIZ-007,commercial,2025-06-28,2,2.9,6,0.0,2,0,0,70,1,0,0,2
BIZ-007,BIZ-007,commercial,2025-06-29,3,4.855,17,0.0,3,0,0,118,1,0,0,3
BIZ-007,BIZ-007,commercial,2025-06-30,2,3.032,6,0.0,2,0,0,73,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-01,2,3.309,6,0.0,2,0,0,81,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-02,1,1.02,6,0.0,1,0,0,25,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-03,2,3.837,6,0.0,2,0,0,93,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-04,2,4.323,6,0.0,2,0,0,105,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-05,2,4.213,6,0.0,2,0,0,102,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-06,1,1.829,17,0.0,1,0,0,44,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-07,1,1.542,6,0.0,1,0,0,38,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-08,1,2.25,6,0.0,1,0,0,54,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-09,2,6.312,17,0.0,2,0,0,152,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-10,2,5.38,6,0.0,2,0,0,130,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-11,1,1.085,17,0.0,1,0,0,27,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-12,2,3.324,6,0.0,2,0,0,81,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-13,1,1.284,6,0.0,1,0,0,31,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-14,2,6.342,6,0.0,2,0,0,153,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-15,2,6.207,6,0.0,2,0,0,150,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-16,2,4.469,17,0.0,2,0,0,108,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-17,2,3.799,17,0.0,2,0,0,92,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-18,1,4.662,6,0.0,1,0,0,112,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-19,1,0.586,17,0.0,1,0,0,15,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-20,1,1.305,6,0.0,1,0,0,32,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-21,1,2.35,17,0.0,1,0,0,57,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-22,1,2.558,17,0.0,1,0,0,62,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-23,2,2.15,6,0.0,2,0,0,52,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-24,2,2.602,6,0.0,2,0,0,63,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-25,1,1.403,6,0.0,1,0,0,34,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-26,2,2.636,6,0.0,2,0,0,64,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-27,2,2.561,6,0.0,2,0,0,63,1,0,0,2
BIZ-008,BIZ-008,commercial,2025-06-28,1,0.525,17,0.0,1,0,0,13,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-29,1,3.675,17,0.0,1,0,0,89,1,0,0,1
BIZ-008,BIZ-008,commercial,2025-06-30,2,6.802,6,0.0,2,0,0,164,1,0,0,2
BIZ-009,BIZ-009,commercial,2025-06-01,2,4.006,6,0.5,1,1,55,97,1,1,0,1
BIZ-009,BIZ-009,commercial,2025-06-02,2,4.64,11,1.0,0,2,95,113,1,2,0,0
BIZ-009,BIZ-009,commercial,2025-06-03,2,2.33,6,0.0,2,0,0,57,1,0,0,2
BIZ-009,BIZ-009,commercial,2025-06-04,2,7.881,6,0.5,1,1,85,190,1,1,0,1
BIZ-009,BIZ-009,commercial,2025-06-05,2,3.371,6,0.0,2,0,0,82,1,0,0,2
BIZ-009,BIZ-009,commercial,2025-06-06,2,6.648,11,1.0,0,2,132,161,1,2,0,0
BIZ-009,BIZ-009,commercial,2025-06-07,2,5.299,11,1.0,0,2,107,128,1,2,0,0
BIZ-009,BIZ-009,commercial,2025-06-08,2,4.844,6,0.0,2,0,0,117,1,0,0,2
BIZ-009,BIZ-009,commercial,2025-06-09,1,0.502,6,0.0,1,0,0,13,1,0,0,1
BIZ-009,BIZ-009,commercial,2025-06-10,2,2.583,11,1.0,0,2,59,63,1,2,0,0
BIZ-009,BIZ-009,commercial,2025-06-11,2,2.657,6,0.5,1,1,27,65,1,1,0,1
BIZ-009,BIZ-009,commercial,2025-06-12,1,1.5,6,0.0,1,0,0,36,1,0,0,1
BIZ-009,BIZ-009,commercial,2025-06-13,1,2.047,6,0.0,1,0,0,50,1,0,0,1
BIZ-009,BIZ-009,commercial,2025-06-14,2,5.423,6,0.5,1,1,23,131,1,1,0,1
BIZ-009,BIZ-009,commercial,2025-06-15,2,6.358,6,0.5,1,1,38,153,1,1,0,1
BIZ-009,BIZ-009,commercial,2025-06-16,2,3.638,6,0.5,1,1,44,89,1,1,0,1
BIZ-009,BIZ-009,commercial,2025-06-17,1,1.669,6,0.0,1,0,0,41,1,0,0,1
BIZ-009,BIZ-009,commercial,2025-06-18,2,5.954,6,0.5,1,1,40,144,1,1,0,1
BIZ-009,BIZ-009,commercial,2025-06-19,2,5.03,11,1.0,0,2,102,121,1,2,0,0
BIZ-009,BIZ-009,commercial,2025-06-20,1,1.161,11,1.0,0,1,27,28,1,1,0,0
