timestamp_hour,date,hour_eat,battery_soc_percent,battery_power_w,pv_dc_power_w,pv_ac_power_w,fronius_pv_power_w,ac_load_w,fronius_consumption_w,voltage_avg_v,system_alarm_count,slot_color,source
2025-06-04T10:00:00,2025-06-04,10,66.0,3984.0,2858.75,2869.0,,1586.25,271.0,240.02,4,green,victron+fronius
2025-06-04T11:00:00,2025-06-04,11,72.0,2662.5,2347.75,2259.25,,1559.5,329.0,240.01,4,green,victron+fronius
2025-06-04T12:00:00,2025-06-04,12,78.5,4600.0,3441.5,3313.0,,1928.25,308.33,239.91,4,green,victron+fronius
2025-06-04T13:00:00,2025-06-04,13,94.5,9079.62,6444.75,6132.12,,3096.25,537.67,239.99,8,green,victron+fronius
2025-06-04T14:00:00,2025-06-04,14,99.0,184.5,1320.25,2522.0,,3384.75,495.0,240.46,4,green,victron+fronius
2025-06-04T15:00:00,2025-06-04,15,99.0,-11.0,,2527.25,,2125.75,393.67,239.97,4,green,victron+fronius
2025-06-04T16:00:00,2025-06-04,16,99.0,96.0,320.5,1912.0,,1799.25,323.33,240.01,4,orange,victron+fronius
2025-06-04T17:00:00,2025-06-04,17,99.0,140.2,1119.6,1166.5,,1940.27,293.67,239.97,30,red,victron+fronius
2025-06-04T18:00:00,2025-06-04,18,96.29,-2349.32,4.21,4.52,,2117.36,326.33,239.96,66,red,victron+fronius
2025-06-04T19:00:00,2025-06-04,19,94.33,-3484.28,,,,3177.45,370.88,240.0,40,red,victron+fronius
2025-06-04T20:00:00,2025-06-04,20,86.0,-3093.5,,,,2793.25,311.82,239.82,4,red,victron+fronius
2025-06-04T21:00:00,2025-06-04,21,80.0,-2918.5,,,,2626.75,311.82,240.17,4,red,victron+fronius
2025-06-04T22:00:00,2025-06-04,22,75.0,-2429.5,,,,2219.25,311.82,239.93,4,red,victron+fronius
2025-06-04T23:00:00,2025-06-04,23,70.5,-2011.0,,,,1810.25,311.82,240.07,4,red,victron+fronius
2025-06-05T00:00:00,2025-06-05,0,67.25,-1669.75,,,,1492.75,311.82,240.07,4,red,victron+fronius
2025-06-05T01:00:00,2025-06-05,1,64.25,-1429.75,,,,1256.0,311.82,240.03,4,red,victron+fronius
2025-06-05T02:00:00,2025-06-05,2,61.75,-1384.5,,,,1226.5,311.82,240.1,4,red,victron+fronius
2025-06-05T03:00:00,2025-06-05,3,59.0,-1393.5,,,,1222.75,311.82,239.93,4,red,victron+fronius
2025-06-05T04:00:00,2025-06-05,4,56.75,-1397.0,,,,1245.0,311.82,239.92,4,red,victron+fronius
2025-06-05T05:00:00,2025-06-05,5,54.0,-1444.5,,,,1294.75,311.82,240.1,4,red,victron+fronius
2025-06-05T06:00:00,2025-06-05,6,51.17,-1527.31,3.95,2.93,,1363.16,249.21,240.02,58,red,victron+fronius
2025-06-05T07:00:00,2025-06-05,7,50.0,799.25,1245.75,1175.0,,1500.25,214.0,240.26,4,orange,victron+fronius
2025-06-05T08:00:00,2025-06-05,8,55.25,4925.5,3392.5,3388.75,,1568.5,270.0,240.04,4,orange,victron+fronius
2025-06-05T09:00:00,2025-06-05,9,68.0,8241.0,5162.0,5560.25,,2109.25,356.67,239.82,4,orange,victron+fronius
2025-06-05T10:00:00,2025-06-05,10,86.25,10572.0,6502.25,7091.5,,2315.75,443.33,239.93,4,green,victron+fronius
2025-06-05T11:00:00,2025-06-05,11,97.09,8088.0,5864.27,5437.09,,2538.73,483.33,239.93,11,green,victron+fronius
2025-06-05T12:00:00,2025-06-05,12,99.0,-87.8,249.6,2472.67,,1750.4,451.0,239.91,5,green,victron+fronius
2025-06-05T13:00:00,2025-06-05,13,99.0,-271.5,6.75,2503.5,,2560.75,402.33,239.97,4,green,victron+fronius
2025-06-05T14:00:00,2025-06-05,14,99.0,75.75,600.75,2906.5,,3199.25,520.33,240.7,4,green,victron+fronius
2025-06-05T15:00:00,2025-06-05,15,99.0,17.5,112.75,2202.5,,2045.25,359.67,239.88,4,green,victron+fronius
2025-06-05T16:00:00,2025-06-05,16,99.0,-96.5,299.75,2178.75,,2404.25,315.67,239.83,4,orange,victron+fronius
2025-06-05T17:00:00,2025-06-05,17,99.0,-461.29,516.43,1112.43,,1894.43,342.67,239.91,7,red,victron+fronius
2025-06-05T18:00:00,2025-06-05,18,95.56,-3296.96,5.1,5.84,,2890.62,394.67,240.01,68,red,victron+fronius
2025-06-05T19:00:00,2025-06-05,19,93.44,-3590.61,,,,3198.47,406.45,239.95,36,red,victron+fronius
2025-06-05T20:00:00,2025-06-05,20,83.5,-3628.75,,,,3267.75,340.18,239.97,4,red,victron+fronius
2025-06-05T21:00:00,2025-06-05,21,77.25,-3338.25,,,,2967.75,340.18,240.04,4,red,victron+fronius
2025-06-05T22:00:00,2025-06-05,22,71.5,-2606.25,,,,2357.25,340.18,239.94,4,red,victron+fronius
2025-06-05T23:00:00,2025-06-05,23,66.75,-2168.0,,,,1949.0,340.18,240.02,4,red,victron+fronius
2025-06-06T00:00:00,2025-06-06,0,62.75,-1787.5,,,,1585.75,340.18,239.97,4,red,victron+fronius
2025-06-06T01:00:00,2025-06-06,1,59.5,-1696.75,,,,1494.25,340.18,239.98,4,red,victron+fronius
2025-06-06T02:00:00,2025-06-06,2,56.75,-1521.75,,,,1332.75,340.18,239.94,4,red,victron+fronius
2025-06-06T03:00:00,2025-06-06,3,54.0,-1446.0,,,,1254.25,340.18,240.11,4,red,victron+fronius
2025-06-06T04:00:00,2025-06-06,4,51.25,-1412.0,,,,1228.75,340.18,240.01,4,red,victron+fronius
2025-06-06T05:00:00,2025-06-06,5,48.75,-1343.5,,,,1183.75,340.18,240.1,4,red,victron+fronius
2025-06-06T06:00:00,2025-06-06,6,46.0,-1543.34,2.89,2.76,,1353.15,273.08,240.03,47,red,victron+fronius
2025-06-06T07:00:00,2025-06-06,7,44.0,27.5,695.75,603.75,,1155.25,218.0,239.92,4,orange,victron+fronius
2025-06-06T08:00:00,2025-06-06,8,47.25,3003.5,2196.75,2039.5,,1143.0,204.0,239.88,4,orange,victron+fronius
2025-06-06T09:00:00,2025-06-06,9,58.25,10835.0,6150.75,6404.25,,1277.0,204.33,240.01,4,orange,victron+fronius
2025-06-06T10:00:00,2025-06-06,10,79.25,12638.5,7091.25,7702.0,,1668.5,295.33,239.9,4,green,victron+fronius
2025-06-06T11:00:00,2025-06-06,11,97.1,8341.1,5590.3,4846.4,,1650.9,296.67,239.96,10,green,victron+fronius
2025-06-06T12:00:00,2025-06-06,12,99.0,-48.0,,1877.75,,1751.5,292.0,240.03,4,green,victron+fronius
2025-06-06T13:00:00,2025-06-06,13,99.0,-17.24,239.76,183.73,,396.84,195.33,229.63,15,green,victron+fronius
2025-06-06T14:00:00,2025-06-06,14,99.0,382.25,2186.5,725.0,,2320.5,370.67,239.88,4,green,victron+fronius
2025-06-06T15:00:00,2025-06-06,15,99.0,31.5,1226.25,1295.0,,2498.75,389.33,239.99,4,green,victron+fronius
2025-06-06T16:00:00,2025-06-06,16,99.0,20.25,437.25,1939.0,,2130.75,367.67,240.03,4,orange,victron+fronius
2025-06-06T17:00:00,2025-06-06,17,99.0,-841.12,627.12,811.62,,2047.75,354.0,239.9,8,red,victron+fronius
2025-06-06T18:00:00,2025-06-06,18,94.53,-3082.77,4.37,4.45,,2686.26,400.67,240.0,62,red,victron+fronius
2025-06-06T19:00:00,2025-06-06,19,92.39,-3581.08,,,,3170.87,413.92,239.99,38,red,victron+fronius
2025-06-06T20:00:00,2025-06-06,20,83.0,-3744.0,,,,3320.0,350.88,239.98,4,red,victron+fronius
2025-06-06T21:00:00,2025-06-06,21,75.43,-4825.57,,,,4465.86,350.88,239.96,7,red,victron+fronius
2025-06-06T22:00:00,2025-06-06,22,69.0,-2651.0,,,,2397.25,350.88,240.13,4,red,victron+fronius
2025-06-06T23:00:00,2025-06-06,23,64.5,-2280.75,,,,2046.25,350.88,240.01,4,red,victron+fronius
2025-06-07T00:00:00,2025-06-07,0,60.0,-1733.5,,,,1547.75,350.88,240.04,4,red,victron+fronius
2025-06-07T01:00:00,2025-06-07,1,57.0,-1539.0,,,,1351.25,350.88,239.91,4,red,victron+fronius
2025-06-07T02:00:00,2025-06-07,2,54.0,-1468.0,,,,1274.75,350.88,239.98,4,red,victron+fronius
2025-06-07T03:00:00,2025-06-07,3,51.25,-1398.5,,,,1215.25,350.88,240.07,4,red,victron+fronius
2025-06-07T04:00:00,2025-06-07,4,48.75,-1351.5,,,,1182.25,350.88,240.14,4,red,victron+fronius
2025-06-07T05:00:00,2025-06-07,5,46.0,-1348.75,,,,1165.5,350.88,239.83,4,red,victron+fronius
2025-06-07T06:00:00,2025-06-07,6,44.04,-1444.79,4.04,3.8,,1282.42,247.26,240.02,57,red,victron+fronius
2025-06-07T07:00:00,2025-06-07,7,43.5,1373.0,1404.5,1230.75,,1103.5,178.67,240.23,4,orange,victron+fronius
2025-06-07T08:00:00,2025-06-07,8,49.25,5365.25,3602.0,3511.5,,1521.25,312.67,239.84,4,orange,victron+fronius
2025-06-07T09:00:00,2025-06-07,9,62.25,8864.75,5447.75,5582.5,,1827.25,306.0,239.92,4,orange,victron+fronius
2025-06-07T10:00:00,2025-06-07,10,82.25,10875.0,5781.0,6109.0,,528.75,150.72,239.94,4,green,victron+fronius
2025-06-07T11:00:00,2025-06-07,11,97.46,6233.88,4892.5,4259.04,,2079.04,383.94,239.96,24,green,victron+fronius
2025-06-07T12:00:00,2025-06-07,12,99.0,28.75,627.25,2123.25,,2430.75,448.0,240.08,4,green,victron+fronius
2025-06-07T13:00:00,2025-06-07,13,99.0,287.0,660.5,2829.5,,2819.75,463.67,240.1,4,green,victron+fronius
2025-06-07T14:00:00,2025-06-07,14,99.0,-109.25,606.0,819.0,,1203.5,164.37,240.17,4,green,victron+fronius
2025-06-07T15:00:00,2025-06-07,15,99.0,158.25,1417.5,1146.0,,2148.5,326.63,239.92,4,green,victron+fronius
2025-06-07T16:00:00,2025-06-07,16,99.0,-146.75,117.0,2194.75,,2257.0,399.67,239.94,4,orange,victron+fronius
2025-06-07T17:00:00,2025-06-07,17,99.0,-815.12,662.25,929.88,,2218.12,379.67,239.94,8,red,victron+fronius
2025-06-07T18:00:00,2025-06-07,18,94.55,-3645.27,4.08,6.18,,3294.21,460.0,240.01,78,red,victron+fronius
2025-06-07T19:00:00,2025-06-07,19,91.92,-4019.25,,,,3677.56,454.8,240.0,36,red,victron+fronius
2025-06-07T20:00:00,2025-06-07,20,83.0,-3146.5,,,,2837.0,370.2,239.92,4,red,victron+fronius
2025-06-07T21:00:00,2025-06-07,21,77.0,-3155.75,,,,2838.5,370.2,240.13,4,red,victron+fronius
2025-06-07T22:00:00,2025-06-07,22,71.25,-2803.5,,,,2478.0,370.2,240.07,4,red,victron+fronius
2025-06-07T23:00:00,2025-06-07,23,66.5,-2375.75,,,,2076.0,370.2,240.03,4,red,victron+fronius
2025-06-08T00:00:00,2025-06-08,0,62.25,-2136.25,,,,1880.75,370.2,239.88,4,red,victron+fronius
2025-06-08T01:00:00,2025-06-08,1,58.5,-2057.5,,,,1807.0,370.2,239.81,4,red,victron+fronius
2025-06-08T02:00:00,2025-06-08,2,54.5,-1954.0,,,,1706.25,370.2,239.93,4,red,victron+fronius
2025-06-08T03:00:00,2025-06-08,3,50.75,-1814.0,,,,1572.25,370.2,240.04,4,red,victron+fronius
2025-06-08T04:00:00,2025-06-08,4,47.5,-1708.5,,,,1482.0,370.2,240.02,4,red,victron+fronius
2025-06-08T05:00:00,2025-06-08,5,44.5,-1687.25,,,,1464.0,370.2,239.97,4,red,victron+fronius
2025-06-08T06:00:00,2025-06-08,6,41.81,-1717.96,4.56,3.31,,1507.02,284.22,240.0,54,red,victron+fronius
2025-06-08T07:00:00,2025-06-08,7,39.0,-82.5,1400.0,1215.25,,2370.75,378.0,239.73,4,orange,victron+fronius
2025-06-08T08:00:00,2025-06-08,8,43.25,4694.25,3624.0,3542.0,,2242.0,355.33,239.97,4,orange,victron+fronius
2025-06-08T09:00:00,2025-06-08,9,56.0,8188.0,5585.0,5667.0,,2657.25,447.67,239.91,4,orange,victron+fronius
2025-06-08T10:00:00,2025-06-08,10,73.5,10613.75,6845.5,7319.5,,3063.25,523.0,239.99,4,green,victron+fronius
2025-06-08T11:00:00,2025-06-08,11,94.16,11449.66,7252.37,7885.76,,3196.53,564.0,240.0,62,green,victron+fronius
2025-06-08T12:00:00,2025-06-08,12,99.0,1193.2,2242.2,2216.8,,3028.2,529.33,240.01,5,green,victron+fronius
2025-06-08T13:00:00,2025-06-08,13,99.0,-22.0,22.0,3209.0,,2961.0,531.67,240.08,4,green,victron+fronius
2025-06-08T14:00:00,2025-06-08,14,99.0,138.5,121.0,3420.5,,3133.75,529.67,240.32,4,green,victron+fronius
2025-06-08T15:00:00,2025-06-08,15,99.0,1394.71,2700.43,2522.57,,3097.71,545.0,240.12,21,green,victron+fronius
2025-06-08T16:00:00,2025-06-08,16,99.0,1113.5,1981.58,3073.33,,3486.83,551.33,239.96,12,orange,victron+fronius
2025-06-08T17:00:00,2025-06-08,17,98.97,-278.91,1388.42,2312.18,,3506.91,569.33,239.97,33,red,victron+fronius
2025-06-08T18:00:00,2025-06-08,18,92.47,-4037.79,11.15,12.62,,3502.24,588.67,239.97,66,red,victron+fronius
2025-06-08T19:00:00,2025-06-08,19,89.82,-4601.16,,,,3986.39,493.1,240.0,38,red,victron+fronius
2025-06-08T20:00:00,2025-06-08,20,78.0,-4653.25,,,,3873.25,398.15,240.01,4,red,victron+fronius
2025-06-08T21:00:00,2025-06-08,21,69.0,-4265.25,,,,3776.5,398.15,239.81,4,red,victron+fronius
2025-06-08T22:00:00,2025-06-08,22,61.5,-3364.75,,,,2981.5,398.15,239.97,4,red,victron+fronius
2025-06-08T23:00:00,2025-06-08,23,56.5,-2255.5,,,,2026.0,398.15,240.07,4,red,victron+fronius
2025-06-09T00:00:00,2025-06-09,0,51.75,-2208.0,,,,1957.25,398.15,240.04,4,red,victron+fronius
2025-06-09T01:00:00,2025-06-09,1,48.5,-1697.25,,,,1475.0,398.15,240.02,4,red,victron+fronius
2025-06-09T02:00:00,2025-06-09,2,45.25,-1458.5,,,,1279.0,398.15,239.91,4,red,victron+fronius
2025-06-09T03:00:00,2025-06-09,3,42.75,-1304.5,,,,1129.75,398.15,240.13,4,red,victron+fronius
2025-06-09T04:00:00,2025-06-09,4,40.0,-1355.5,,,,1165.25,398.15,239.81,4,red,victron+fronius
2025-06-09T05:00:00,2025-06-09,5,37.25,-1428.75,,,,1222.5,398.15,239.97,4,red,victron+fronius
2025-06-09T06:00:00,2025-06-09,6,35.02,-1543.96,5.54,3.38,,1361.32,268.75,240.01,50,red,victron+fronius
2025-06-09T07:00:00,2025-06-09,7,34.0,1117.25,1248.75,1141.0,,1129.25,184.0,240.17,4,red,victron+fronius
2025-06-09T08:00:00,2025-06-09,8,40.0,5163.75,3577.75,3566.75,,1722.75,328.67,239.88,4,orange,victron+fronius
2025-06-09T09:00:00,2025-06-09,9,53.0,8681.75,5270.0,5629.75,,2026.5,337.67,240.36,4,orange,victron+fronius
2025-06-09T10:00:00,2025-06-09,10,71.5,10818.0,6607.0,7121.5,,2222.75,404.33,239.79,4,green,victron+fronius
2025-06-09T11:00:00,2025-06-09,11,94.57,9733.57,6485.43,6245.14,,2546.86,419.0,240.09,7,green,victron+fronius
2025-06-09T12:00:00,2025-06-09,12,99.0,132.0,785.0,2051.25,,2437.0,432.0,240.0,4,green,victron+fronius
2025-06-09T13:00:00,2025-06-09,13,99.0,-243.0,125.0,2475.25,,2621.0,439.67,239.97,4,green,victron+fronius
2025-06-09T14:00:00,2025-06-09,14,99.0,-836.5,1348.5,1989.5,,3871.25,536.67,240.04,8,green,victron+fronius
2025-06-09T15:00:00,2025-06-09,15,99.0,757.5,1968.0,2139.25,,3010.33,491.67,239.48,12,green,victron+fronius
2025-06-09T16:00:00,2025-06-09,16,98.4,-1362.4,652.2,646.6,,2423.6,436.0,239.95,5,orange,victron+fronius
2025-06-09T17:00:00,2025-06-09,17,96.25,-861.25,657.25,646.25,,1914.0,382.67,240.08,4,red,victron+fronius
2025-06-09T18:00:00,2025-06-09,18,90.39,-3231.55,1.78,1.55,,2846.74,477.67,239.99,77,red,victron+fronius
2025-06-09T19:00:00,2025-06-09,19,88.03,-3375.58,,,,3016.33,413.31,239.99,36,red,victron+fronius
2025-06-09T20:00:00,2025-06-09,20,79.25,-3464.0,,,,3083.5,366.47,240.04,4,red,victron+fronius
2025-06-09T21:00:00,2025-06-09,21,73.0,-3136.75,,,,2786.5,366.47,240.02,4,red,victron+fronius
2025-06-09T22:00:00,2025-06-09,22,67.5,-2596.0,,,,2314.0,366.47,240.05,4,red,victron+fronius
2025-06-09T23:00:00,2025-06-09,23,62.75,-2283.25,,,,2019.5,366.47,239.88,4,red,victron+fronius
2025-06-10T00:00:00,2025-06-10,0,58.5,-2059.0,,,,1815.0,366.47,239.92,4,red,victron+fronius
2025-06-10T01:00:00,2025-06-10,1,55.0,-1829.5,,,,1590.0,366.47,240.03,4,red,victron+fronius
2025-06-10T02:00:00,2025-06-10,2,51.5,-1809.0,,,,1572.25,366.47,240.13,4,red,victron+fronius
2025-06-10T03:00:00,2025-06-10,3,48.5,-1751.5,,,,1526.25,366.47,239.97,4,red,victron+fronius
2025-06-10T04:00:00,2025-06-10,4,44.75,-1779.0,,,,1549.25,366.47,240.04,4,red,victron+fronius
